,cluster,review
10,14,"so far my google home (gh) experience has been a little of a let-down.  only one google account can be set up for now which means that shared calendar information is not handled by gh.  i share a calendar with my wife and hers is the primary calendar used for family planning.  gh does not list any events created on her calendar, only my primary calendar.  i also wish i could force it to recognize a certain route to my work.  it often provides travel times for alternate routes which are not good options for me. gh also only allows one shopping list so you cannot currently set up a shopping list for several different stores.  i do like how it integrates with chromecast audio.  you can set up speaker groups which is nice.  as for the gh itself, speaker quality is decent.  it lacks highs but handles bass sufficiently for the size of the unit.  for now it is just a novelty.  without added updates, its value to me will be limited."
11,14,"i never seen google deliver a product that was not great until now. i have google for everything (including cell phone service on project fi). i had high expectations for this device. the speaker quality and volume is only half of the echo. both have a shopping list (this is the only thing google slightly does better). the playing of music is where google me their biggest corporate mistake ever! and specifically playing random music (e.g. ""hey google play...""). the echo will do this for free on most songs or of you have amazon prime, almost any song. google will not play any random songs (yes it back has pandora), unless you pay for youtube red. yes youtube is free on any device (including an apple iphone), but on the google home, you have to pay!!! maybe google will change this on the future but for now amazon is the big winner when it comes to these little in home devices."
12,14,"i really like the google home. if you have thought about buying one, i would recommend it. (i have never tried the alexa, but i have heard gh is better. the price is definitely better.)

there were a few hiccups, however. first, i had to buy a new wifi router because my old one was too old or inefficient; i am not sure what the problem was, but i could not get the gh to connect to it. i bought a new belkin (for about $60) and now everything works fine.

second, the gh right now is more of a novelty than anything else. it answers questions (briefly) and plays music. it can do other things, but at the moment that is all i do with it. 

however i really like the technology, and i am sure that in the future all appliances (tvs, computers, microwaves, etc.) will be able to tie into the gh. this will enable you to say, ""hey google, preheat the oven to 350."" at the moment such tech does not exist--or i do not have it--but i am sure it will become more common (just like wifi is now almost universal). i know that it can do some things like that, but i do not have the tech set up to enable it to do so."
13,14,"fine example of ai (artificial intelligence).  works well.   simple plug & play installation.  download and setup app to make personal preferences, location, etc.  device has incredible sound and the ability to ""understand"" you.  the female voice is clear and pleasant.  it is in the learning stages so not everything you ask it yields a successful response.  you get its attention by saying ""ok google"", ""hey google"" works too.    works with chromecast devices to turn on/off lights, tv viewing, etc..  read the product description online to get a good understanding of this device and its capabilities.  i would like to able to customize ""ok google"" to another wakeup phrase, along with the thousands of other home users.  home has the ability to translate into many languages but not as many as google translate on my android phone (?).  i like the instant weather and news updates just by asking ""how is my day?"".  it is a bit of a gadget and this point but i have faith that google will make this the best on the market by bettering it is completion (echo, siri, alexa)."
14,14,"the google home sits beside my amazon echo.  i have enjoyed the echo but i wanted the vast wealth of information that google has that is missing on the echo.  i can not notice a difference in audio quality but my husband says the echo sounds better. the home gives me more music options than the echo since my google play music, pandora and spotify accounts are not the premium levels. one thing i miss on the home is that the echo can be set to sound an audible tone when it hears the wake word. i miss that handy feature on the home. the home handles math calculations more naturally than the echo because it recognizes monetary terms.

alexa, what is 20% off of ten dollars? ""20% of ten dollars is two dollars.""

hey, google, what is 20% off of ten dollars? ""the answer is eight us dollars.""

obviously google knows how i shop better than alexa."
15,14,"i am far more impressed than expected. having both amazon echo and now google home, i would recommend google home especially if you are a google user. the speaker sounds amazing! i can hear music playing throughout the entire house. google homes capabilities are endless- plays games with you and tells jokes (kids love this!), gives me traffic updates before i leave for work in the morning, keeps track of my shopping / christmas list, operates my tv, lights and thermostat, great for homework or just random questions. i find this to be very educational for kids."
16,14,"though the google home is great for answering questions, it is ability to do much else (without paying hefty additional fees) is quite limited.  for example, you must pay an extra $30 for each light you want controlled and an extra $70 for connecting it to your tv. even then, the functions are very basic.  the biggest drawback is that you cannot request google home to play a song from your music library (even using google music) unless you purchase a premium google music account.  what?!  all in all, i highly recommend that you wait to purchase google home until these features become standard."
17,14,"i purchased this product during the $99 promotion and it is just amazing. shipping was also fast. so seamless and intuitive, setup was a breeze. very happy with being able to use a speaking voice (and it responds to both ""hey google"" and ""ok google"") and it hears/understands both me and my wife so no ""voice setup"" required like it is on your phone. great design, very nice sound quality. there are a few features not developed yet that i really want it to do like being able to send an email or text/call, or being to understand more languages besides english- but this is definitely the future. i can see myself using this product for a long time, and starting to use more ""smart"" products so i can take advantage of the full ""smart home"" setup.

love this!!"
18,14,"it is easy to set up.   connect it to your wireless network and download the software to your smartphone.  easy to navigate.  she is not married and does not have any children - yes - we asked these questions.  sadly, when asked if we could change her name she said it was too much work for google to do this :-( and yes, she did answer this question.   keeping the google calendar linked between my phone & my desktop and now easily availabe on google home is great.  it does not let you add an appointment and i hope this becomes available.  another reason for the 4 stars is the limited music choices compared to alexa.  i would like to see iheart radio and even sirrus radio would be nice to have too.  the kids use for homework and i am always using it while cooking for setting timers, alarms to wake up the kids.  love it!  definitely smarter than alexa."
19,14,"the decision was simple for me, google assistant, google is light years ahead of the competition, do not believe me, ask any of the competition follow-up questions.  if you like repeating the same question with additional content (follow-up) then the gh is not for you.  but if you like to have a normal conversation, gh is the way to go.  google assistant builds on your question with answers that are more normal to human interaction.

now if you are an amazon person, a prime member, one who orders a lot with amazon,  it is understandable to use amazon is voice assistant, easy to order and track orders.  amazon is in the business to sell you stuff, google is an information/search company.

you will hear/read that gh (google home) is limited to a small list of devices, not true, do not believe me, go to ifttt.com for the huge list of supported devices.  ex. wemo switch is not directly supported, at this time, through gh app, but they work great through ifttt service, actually better since you have more options/triggers with ifttt.

i am extremely pleased with gh, bought 2 of them, one for our daughter who is more a google person than i.  she will love it for christmas...can not wait to show her the ifttt world..."
20,14,"i get google music which includes commercial free youtube.  i love this device.  you have to say ""hey google"" every time you want a new command and say it a little distance from the top.  you can ask it questions and it will answer.  i say ""hey google, play google music vince guilardi jazz album and there it goes.  you have to get the google home app to start it up and connect it to your wifi.  feel free to call to set it up, the guy i talked to spoke great english and was very patient with me as i am not a youngster so i am not familiar with electronics.  highly recommend you do not have to worry about the music staying up on your computer.  you have to have a smart phone or tablet to use.  a laptop is not enough to set this up."
21,14,the microphone is useless when the speaker volume is high. requires that you shout at the top of your voice.
22,14,"i wish i could give it lower that one star. the device, although seems interesting lacks some key features, i.e. reliability and usability. let me explain.

first things first, it is not very easy to create your own playlists and/or play music. takes a long time and effort to set it up and then it is not very easy to do unless you buy the google play service. i think that is not very helpful.

but the bigger issue is reliability. the first unit died within two weeks. it simply will not hear anything. i tested with online support (spent a couple of hours through reset and all) and the only option they would give me is to send my unit to them (i pay for shipping and then in 5-10 business days they will send a replacement. well lucky for me, the device was still under 30 days so easy return.

then i bought the two pack from costco. configured the device and two days later it bit the dust as well. this time the device shows the 4 white dots, nothing else. no response, cannot reset nothing. worked with support, this time i had the worst support rep, completely ignoring all messages and symptoms i sent and kept asking me the same questions over and over again. for example, after i sent the initial message (only white colored dots...), the rep asked me what color dots and are they changing color? or how long has it been happening or does it happen with only me or anyone else also? remember, the device is not working, not responding at all.

anyways, i am very disappointed with the device quality and customer support. will not buy this device again."
23,14,"i took a chance buying this device, because i do not own a smart phone, but have a tablet with android. that was enough, to get it working, and now it is my main source for music. it will play any song by any artist, that is within u tubes library.  plus while your chilling on the music, you can get it to answer, almost any question you have.  to me, it is the best, of both worlds.  really love this device, you have to get one.  sorry, about screaming, only to make a point."
24,0,arrived on time. and works as expected
25,0,i bought this product and i am so happy and excited about it. i went home and tried it out and entertained myself for hours. my kids love asking it questions and learn from it. i use this to operate house lights (you have to purchase this separate). i am buying another one to do whole house speaker and have more than one for the bedroom and one for the living area. it is super easy to setup and user friendly. i am by far not a person who understands technology very well and i was able to get this going. this is great and my wife loves it. the speaker is really good for how small it is. i guarantee you will enjoy this product!
26,14,"i chose the google home over amazon is echo due to having an extensive personal library of music in google play.  unpacking and using google home at first was great.  ask it play any song from any artist, and it would play exactly as asked.  the more i used google home for music though, the more limited i found it to be.  i realized it does not connect to my google play library, and seemingly what was a trial, does not play the specific songs any longer.  it now selects ""similar playlists"" that it finds, and plays something related.  sure, i can use it as a bluetooth speaker, but this is not what i thought i was paying for and hugely disappointed to find out this music feature is now a pay service.  so now if i want google home to play a specific song by an artist, i have to pay for the premium services.  whether its spotify, google play, pandora, or youtube red, guess what, you have to pay.  for many years, i have been using google for many of their apps, services and devices, but unfortunately, this one is not for me.  huge let down, and happily returned it today as i do not need a novelty bluetooth speaker that tells me jokes or talk about the weather."
27,0,a welcome addition to our smart home.so much more than a speaker.
28,14,still getting used to google home but enjoying it so far. we are slowly adding lightbulbs and outlets to make life easier. i love being able to get my shopping list by saying what i need throughout the week. i am confident google will add much more to make life a little easier. the speaker sounds great for it is size and looks good too. we also bought the mini for our bedroom. makes turning off lights feel like magic as we drift of to sleep listening to ocean waves to cover the sound of noisy neighbors. very happy we decided to go with google.
29,14,"i was on the fence between this and the amazon echo. i fell and bumped my head and purchased this. glad i  did. this thing is awesome with it is conversational mastermind!!
love listening to the news, weather and getting traffic updates early in the mornings. nice addition to my office!"
30,14,"it does what i need it to do. i keep the little one on the screen porch for stock quotes, weather, and alarms. they big one i use inside for a number of things. i did have to get a young girl with little fingers and a smartphone to download the app for me and get it on my wifi. those kids are amazing on those things. will be getting some accessories for it soon."
31,0,i got this for my daughter. she lost her eyesight about 2 years ago and she really enjoys it
32,0,was so easy to set up and use. i had this item up and integrated with all my lights and plugs in no time. best of all like some other systems it does not come with a yearly fee
33,14,"since it has access to youtube for music and google assistant for internet searches, it is more powerful than alexa.  also google is ahead of everyone in artificial intelligence which it will incorporate into the google home and google mini boxes."
34,14,"google home has become a daily part of my life. i look forward to using it every day, particularly when i start my mornings with asking it ""tell me about my day"". the fact that it is so easy to integrate it with all my smart home devices and cast to it from my android phone with ease is wonderful. the fact that i can ask it questions, and it has contextual awareness of previous questions i have asked is awesome. music playback and being able to use it to play videos off of voice command on to my chromecast is great!

ok, now to the things i find missing: it does not integrate as well with casting general audio from an ios device. this means that you can only cast to it through apps that support casting. this is also the case with the chromecast, but honestly, considering that it is a speaker, i would at least have liked to have the bare bluetooth connectivity functionality that i expect out of other speakers in my home (or even the amazon echo). also there are many commands that it says it ""can not do yet"", like adding stuff to my calendar, setting reminders, making calls, sending texts etc.. also the device is really only tied to one familiy member is google account, so any accounts and preferences you might have will be specific to you and not to other people that are in your home. they will not be able to play their own curated spotify playlists or youtube playlists. that is not to say that if you mention an artist you want to listen to, it will not auto-generate a playlist for you. 

at the end of the day, despite the lack of bluetooth capabilities and single-account service, i have faith that google will open up apis for community development and even for their own service integration so that calendar, reminders, etc. actually work through it. i happened to get it at around $100, so the price point was also a big reason for me to get it over the echo. also, the echo, while a bigger speaker with more mics and slightly more capabilities for the minute, is just not as smart of a device. i feel that inevitably this is google is element and they are poised to do better than the echo."
35,0,"amazing device, and even more amazing sound. for such a small unit i am surprised how much bass it produces, and how well it fills a family room with high ceilings and a kitchen totaling around 600 sq.ft."
36,14,"i do enjoy this product as it reminds me of the amazon alexa which i have been wanting and when got this, i just did not enjoy it as much as i had thought i would. i just returned it because i have to almost scream for this thing to hear/understand me. :("
37,14,"the greatest thing impacting my rating is the amazon echo does more than google home. one example, is the echo handles google calendars better than home. another is i have echo linked to several wemo devices in our home and it performs flawlessly. home can not handle the wemo devices yet. many of homes shortcomings can be overcome using ifttt programing, but it would be nice if more functionality worked right out of the box. it also does not have the same capabilities as google now on our smart phones as far as doing internet searches. i think it will be a great device once more functionality is built in."
38,0,"well its in very good quality, very nicely done, thanks"
39,0,so intuitive and helpful.
40,0,outstanding product!  to bad i did not have one during high school :)
41,14,we are having a good time with google home.  the sound is fabulous and we are enjoying listening to music of our choice.
42,0,great!
43,14,i was very disappointed with this product. i had to take it back to the store because i could not use it on the computer. i needed a smart phone or tablet. i bought a second generation amazon echo and bought a lenovo tablet and it works great. i can get its features on the computer.
44,14,"this is a great device!  i have owned an amazon echo for some time now, but this is definitely a better device, in my opinion.  couple it with a few chromecast  audio and stream audio all over your house.  i use it mainly for calendar, news, and music."
45,14,"i was bit hesitant as i have used echo before. but google home is more accurate in getting queries. and most surprising part was that its speaker is pretty good. not like super premium bose but for 129$, its really nice.

and it looks cool!!"
46,14,"the speakers and microphone are very good. its able to understand most things you tell it.

one thing is that google needs to add more service integrations to be able to make it more useful."
47,14,every thing is excellent
48,14,"so easy to set-up and use, well worth your investment. it is a very useful gadget that is also attractive.  i purchased several for christmas gifts being they were on sale. we have been using ours a lot lately in the kitchen playing christmas music from pandora, great sounding speaker!  it is also useful in the kitchen to set cooking timers, providing measurements, cooking instructions and setting up your grocery list, as well as checking your calendar events while having your morning coffee.   i am hoping eventually google will update the software to allow the user to make/receive calls or send a text. i also want them to permit the user to have options in changing it is wake-up command, i do not really care for ""okay google"".  i understand all this and more will be forthcoming?"
49,0,excellent
50,14,"had to repeat ""ok google""  loudly on numerous occasions to get the  unit to respond.  lengthy  responses from the  unit were difficult to understand at times because of words being run together and speedily spoken responses.  the sound quality for music was excellent.  the response of the echo is superior due to the number of mics in the unit.  what troubled me most was having to repeat ""ok google"" at least twice 1 out of every 5 times before it would respond.  i returned the unit.  hopefully this problem will be corrected in the future."
51,14,"i got to test both echo dot 2nd gen and google home together. i have a honeywell smart thermostat, philips hue lighting and a lifx bulb.

so google home lost out in the end! it needs a lot of work with it is integration. even though the current price of $99 is appealing and it does have much better sound recognition, it is integration with smart things is abysmal. 
it is on the right track though and if it does not receive the google axe soon, it will bypass echo in it is next generation.

problems with home:
there is not much direct native support for many brands to start wth. so you are reliant on ifttt to do most of the stuff. that is where the problems start. 

in the end, it was not able to do the primary job of toggling all lights upstairs on or off using one voice command..... and that did it!

pros:
speaker is good. pleasent friendly human voice. not robotic like echo.
looks way more aesthetic than an echo.
voice recognition is miles better than echo.
human voice interaction is very good and again, daylights better than echo.
love it that i can insert numbers and text in ifttt triggers. like i can say set the temperature to #. or, set the bulb color to $. something not available with echo.
it does not say ""sending it to ifttt"" for every ifttt trigger like echo and i can customize what it says. more human again.

cons:
cannot create groups of lights for hue. mainly a problem with hue itself but echo mitigates it by providing groups. so basically, you can ask home to turn on the light in bedroom but are unable to turn on all lights upstairs with one voice command. 
cannot toggle hue lights in ifttt trigger. works 1/10 times. adds to the problem above because you cannot even use ifttt to mitigate that by creating multiple triggers on same event. the trigger worked fine with lifx though.
it was not able to see my bought music on google play and play it. kept saying my playlist is empty. gave up soon on this and just played from my phone.
have a properietery power input. for someone who likes to hide wires behind furniture, it hinders my mobility of things. should have been some standard usb input."
52,0,"so far we love it, now i can listen to music whenever i want and the sound is great!!"
53,14,"i initially had some connection issues with the speaker to my phone but for the most part, the setup was pretty easy to do with the google home app.  

one of my initial negatives with this speaker is that it has no battery power and must be plugged into an outlet at all times.  granted i can understand that battery drainage may be greater with this speaker because it is always on, but at this price, a battery, in addition to the power cord, should be included.   

the design is pretty simple but there are different color bases that can be purchased to give a slight different look.  i am fine with the basic look and not sure the different colors are worth the extra cost.

it is a pretty smart speaker, but some seemingly simple questions, it does not always know or gives incorrect answers.   even different ways of asking the same question, sometimes confuses the speaker. it also does not always activate when you say ¡°hey google¡± either, resulting in a repeated attempt to get its attention.  hopefully, that will improve over time as the technology improves.  it does do some things well though, such as playing songs and giving some basic information, such as the weather forecast.  i like the fact that it works with a variety of devices, such as thermostats and the like.  some simple tasks are still not quite there though.    

sound is decent for a speaker of its size, but of course, will not blow you away.  
  
although i do think these smart speakers are a bit overpriced and have its limitations, it is a pretty cool device.  hopefully, its ability will grow over time.    

4 stars"
54,14,"awesome little gadget, love it for my google music -¡°play hamilton!¡±.  future functionality will turn this from gadget to necessary technology."
55,0,"amazing!  how did i live with out ai my whole life.  not only is it fun, it is super useful too!"
56,14,"quick answers to basic questions. no longer need to pick up a phone, tablet or go to a computer to search. music options have expanded."
57,14,"does not seem to have as many features as amazon is alexa - but off to a good start. enjoy being able to link spotify account, and seems better at answering questions."
58,14,really cool
59,14,i like the base of the speaker and fast response to commands
60,14,"is it better than the amazon echo? no not at all. will it be better? yes. do not buy this device if you want it all right now. save your money and by a echo dot. however when  phone integration comes on line. this is going to be the hardest thing in the world to find. 

phone integration would allow google home to send, and read texts or tweets or update your facebook. will allow you to say ""ok google call my wife*,  google will know who your wife is, make the call then use itsself like a speaker. 

amazon echo will never be able to do that."
