,cluster,review
901,14,"trying to get it to play podcasts (via stitcher) with non-dictionary names  e.g. ""petapixel..."", ""canadaland"" is a complete fail. worse, it will play what it thinks you asked for, which is off-base 100% of the time. further, i bought mine via amazon.ca as i am in canada. despite my having a neutral accent, i decided to do the voice-training. nope. that option is not available here in canada. this thing still needs a lot of work."
902,14,"i really liked it, it was neat and fun at first. it controls the sonos to play pandora with but half the time she plays it on her own speaker instead. the apps (skills) she had all became annoying, in that she would blink a yellow notification ring but then tell you things from days ago. also, we do not have anything smart in our home, no lights, locks, or anything else so unless she does something it might st be on her own. which is not much."
903,14,"i have been wanting to get a amazon echo for years now. when i noticed the 2nd generation went down in price, and caught up on the reviews, i am so glad i broke down and got one. the sound is amazing. the possibilities are endless, just fitting alexa in your every day life becomes simple. after a long day at the office, i walk in and ask alexa, ""help me to relax."" she plays some beach and relaxation music. she is definitely growing on me, and must have for everyone."
904,9,love this! set up was quick and easy for me. works well and has many great features (skills). the entire family is enjoying alexa and all she has to offer. the speaker sounds great and is definitely of good quality.
905,14,"i had an echo dot that i really liked, but i always wished it was louder. i got this in hopes that it would be louder, and i have been seriously impressed by the great sound quality. paired with amazon music unlimited, this is a great accessory to have around the house."
906,14,"i was contacted by amazon after leaving a one-star review. they instructed me to factory reset my echo. it applied some sort of software hotfix. it significantly improved the sound of the new echo (hence the upgrade to two stars). but it is still a long way off from the first gen echo. it came free with my sony tv otherwise i would be sending it right back. still a huge disappointment but not as disappointing as it was out of the box. not recommended.------------------i have been playing with mine for an hour. what a let down...  the sound quality is terrible. amazon got me with their ""improved sound"" line. i was super excited to hear the difference. definetly misleading. the description should read ""slight sound improvement over dot but dont expect it to sound like the older echos"". or name it 'dot plus'. the high end sounds muffled and the low end is lacking. it sounds like a lo-fi system. its sometimes hard to understand alexa. i have a first gen echo and its sounds soooo much better. this new one sounds like a pillow is sitting on it. shame on you amazon!"
907,14,"i have the first gen echo and this. really do not notice the better sound, it may be but my ears can not tell. easy set up and easily recognizes my voice. i also have a couple google homes. this sounds better than that, but google home seems to deal with my questions better. google knows when my birthday is, knows my dog is name, answers more questions accurately. but this sounds better. both work well with nest thermostats and other home devices. i like that it is more compact than the original and it looks better with the fabric covering. and it is cheaper."
908,14,so far we are very happy with the echo - have lots to learn but easy to use.  i hope to have alexa helping us with even more stuff soon.  she is turning on all our living room lights and we will move on to other stuff soon.  we have only had the echo connected for barely 2 weeks so i can only assume it gets even better.
909,0,my son gave me the echo for a christmas gift and i love it! i am not very technical and thought maybe something like this device might be a headache for me. but it is not! i was so surprise that you do not have to do anything except plug it in. and i am getting better at saying commands to it. i mostly like listening to easy rock while i am on my computer or just resting on the couch... i can not wait to try getting a recipe from it sometime soon!
910,14,"i got this one after ordering the dot which is now in my bedroom and echo is in my livingroom. we love the fact that we can drop in and talk between rooms. we also can drop in to my mothers dot to be able to talk to her (we found that out yesterday...poor grandma the kids will probably never leave her alone when they find that out). my kids love using echo to ask questions, jokes, to make it fart (yes if you ask it to make fart noises it will) and to play music. we also have it to where it controls our livingroom light to be able to turn it on and off on a timer. i am sure there is so much more this can do that we have not explored yet, but i highly recommend it."
911,14,"i bought an echo on a whim and now i¡¯m already considering another.i live in a small apartment with walls so thick it does not make sense. sounds does not escape rooms, but the echo fills every room it is been in with rich sound. it gives the perfect amount of bass and the volume gets surprisingly loud, but do not worry about distortion; i¡¯ve yet to experience it.alexa, my friend, we may argue on a daily basis, but i am truly blessed you¡¯re in my life. coming home from a long day at work and being able to have music play upon my arrival is great<u+2014>my cat consuela also enjoys the fabulous classical amazon music stations.9.5/10. the half star is simply because nothing is perfect (and that is what makes the echo + alexa so amazing<u+2014>they¡¯re not perfect, but they blow your mind).w2g, team!"
912,14,"such fun!  i get the weather facts whenever needed, music of all kinds at my fingertips, personal alarm clock, answers to questions of all types, recipes--you name it. i can even call my friends' cell phones (as long as they own an echo, their name is automatically added to my contact list. you can also make an echo-to-echo call to your contacts. the microphone is better than most speakerphone and you are more free to move around the room while conversing. well worth the money.  wish it could make emergency calls to fire, police, ambulance, etc. but maybe that will be offered in the future."
913,14,"i do not live in the us, i have been unable to set this up in my country. i have set two requests for assistance and have not had any response. i already have the 1st generation echo plus and had no problem setting this up two years ago. i am disappointing with the service"
914,14,i love it but.........i had some problems with bluetooth playback.  the audio would be fine and then all of a sudden it would be full of static and distortion.  tried contacting amazon via phone and email and all that they ever did was help me reset the device to no avail.  i did a quick google search and discovered that this is a common problem with this generation is echo.  i then realized that i could exchange it and that is what i did.  so far the second echo has been problem free.
915,14,"great looking, but god awful audio"
916,14,"it is worth the money to get the more expensive echo!  i had the original echo, which more closely aligns with the echo hub.  i loved it! it was used often throughout everyday.  sadly, it was fried by a power surge.  someone gifted me this version which in theory suited my needs as i do not have a connected home.  however, this has been a huge disappointment.  the first one had to be returned for extremely slow response times.  the second one regularly unregisters somehow.  i have to go through the whole set up process from scratch.  i have had this version for less than a month and i have had to reregister it 3 times.  it is extremely frustrating.  spend the extra money!"
917,14,"purchased three 2nd gens to couple with previous echo to provide linked music throughout several rooms.  although to me the sound was slightly better, the quality did not meet our expectations, especially the lack of bass.  i returned the 2nd gen echo is and purchased a sonos with alexa built in and coupled it with 2 additional sonos play-ones (the ones without alexa).  i like the sound (and the ability to adjust the bass and treble) much better, and still have alexa to talk with!"
918,11,"i love the new form factor and colors. it has a aolod weight, and responds when i say alexa almost always. but when it is side by side with my first generation, the original just sounds better. more base and mids. i will keep this unit, but i definitely do not plan on buying another for music purposes."
919,9,"i received a dot for christmas and i loved it so much that i bought a echo for my living room. i use this primarily for games, weather, music, and now an alarm."
920,14,"this is a preliminary review, i have not done much more than check the weather and listen to music but i am very happy with the sound quality and overall range.  i have it situated in the furthest room from my wireless router in the house and i have not had any connection interruptions.  sound is adequate for the size of the speaker.  overall i like what it does as i take advantage of amazon services.  i would like to see integration with my cable and receiver at some point."
921,14,"i was worried about the sound quality after reading the reviews. while i will say that this is not a top notch speaker for music, it is still pretty darn good. i have an echo dot and this is 20x the speaker the dot was! very pleased with the purchase and will most likely purchase another!!! great for white noise for sleeping, like thunderstorms <f0><u+009f><u+0098><u+0081>"
922,14,"we just remodeled our basement as a family room and purchased the echo as an entertainment item to be used for primarily playing music.  it has great sound quality and fils the room with sound.  to date we have not really explored all the other advantages, but we are considering expanding the system with the home devices.  the other advantages are for whether updates, dictionary functions and checking for historical facts the list goes on.  we are very pleased with its functions and will continue to explore the possibilities offered.  i recommend the echo 2nd generation."
923,14,"i just got my new echo and the sound quality is great but after transferring all my music to amazon (rather than set it up to play itunes, and at the cost of upgraded cloud storage) and then hours re-creating my playlists, it refuses to play my playlists.  it should not be this hard.  very annoying."
924,14,"in july, we purchased an amazon echo for our home.  within a few days of using it we upgraded to amazon music unlimited for the echo.  we loved the product and it worked great!in august, i read an article online that stated you could use amazon music unlimited for the echo on multiple echoes at the same time, and this was a new change.  i felt that the article must be mistaken because it sounded ¡°to good to be true¡±. i did some research online at amazon, and this did not appear to be true.  at this point i decided to contact amazon is customer service via chat.  the person i spoke to was very nice and helpful.  i asked if you could use one amazon music unlimited for the echo account on to listen to different music on multiple echoes at the same time.  the representative informed me that you could.  i asked again to clarify and received the same response.  needless to say, i was excited.at this point, my wife and i decided that we could use 2 additional echoes to play music at different locations.  researching that the new echo would be coming out in nov. we placed an order for two additional devices.  inspired by pleasure for the single echo, we decided to take the next step and planned on creating a smart home.  we purchased several hundred if not a thousand dollars of equipment with the plan of using the 3 echoes.  we would not have done this if the amazon music unlimited for the echo did not work like the customer service represent stated.our shipment of echoes arrived oct 30.  after setting the devices up, i tried to play a song and was informed that it required amazon music unlimited.  i looked at the alexa app and did not see a place to set it up.  at this point, i decided to contact amazon is customer support.  i chatted with melwin and described my issue.  at this point, i was informed that i would have to upgrade to amazon music unlimited for $7.99 a month for it to work as i wanted.  i asked to be able to play different music on all three devices at the same time (not multi-room).  the customer service representative informed me that with amazon music unlimited that i could play music on up to 6 devices at the same time and that would solve my problem.  i was not happy with this information.  i would not have purchased the additional echoes nor the smart home devices.  now, i was being told that i would need to spend an additional $48 a year.  the representative offered me a $10 coupon for my trouble and incorrect information given.after a few days of thinking and cooling down, i thought of many different scenarios from returning all the devices that i could to just paying the extra $48 a year.  we have been loyal customers since the 1990s and love amazon.  you have never disappointed us in the past and went to great lengths to make us happy.  so we decided not to let one bad experience change our attitudes of almost 25 years of great service.today, we were playing music on the device with amazon music unlimited for the echo account.  i went downstairs and wanted to listen to music on one of the other devices.  i thought that i could at least listen to amazon music on the device.  within a minute of starting the music the other device is music stopped playing.  after doing a little research i found that we could only have one music stream going at a time period.  at this point, i figured that i would have to upgrade to amazon music unlimited for $7.99 to solve this issue.  while not happy, i was resigned to this solution.before i signed up for the additional expense of amazon music unlimited, i thought i would look closer at the issue.  i had been given incorrect information once before.  upon reading about the different plans of music at amazon and different websites sites, i believe that amazon music unlimited would not solve my problem either.  i would need amazon music family plan $14.99 to solve my issues!  at this point, i am speechless and greatly disappointed.  i can understand the mistake of the first customer service representative, but the second one is dumbfounding me.  after knowing that a customer was given incorrect information that cost him over a thousand dollars, the representative should give a 100% correct answer the second time.  including stating ¡°let me research this and get back to you.¡±  maybe i am misreading the plans and the amazon music unlimited will solve my issue.finally, i am told that you can stream different music only to one device at a time regardless of the plan.  needless to say, but we are very disappointed with the incorrect information that setup back at least a thousand dollars."
925,10,"this is a great little device.  i love the jokes.  jeopardy is fun.music playlist from my purchases is great.  i bought it, so i enjoy it.i can play pandora stations, and listen to my local npr news.i now need one for the bedroom.it is currently located in the family room/kitchen area.for audiophiles, you will never be happy.  the sound is great for what it is.  i very much enjoy music, and it works fine.excellent value!"
926,14,"there is a lot to love with the whole ecosystem that amazon has done with alexa. having own several echo dots that connects to external speakers, i decided to take advantage of the $20 off of the new echo.the good, it is sleek, the sound is full and the high end not overtly pierce-y.the bad, i found the bass too loud for my liking, and wished there was some way to tone it down.compared to the echo dot, the echo can be more finicky and do not always respond to it is wake word."
927,14,"alexa is a great smart companion. as the commercials like to point out, she is a lovely audio speaker. the issue is that most things i¡¯ve asked her to play require you to sign up for amazon music unlimited, even if you already have amazon prime. you can control the volume with your voice, but it only adjusts by one notch each time you say it, making you wonder by the end if it would not have been easier to get up and adjust it manually(assuming she has not heard you say ¡®turn off¡¯ instead of ¡®turn down¡¯, which is only about a third of the time). her skills are all very fun and she makes a great ambient noise machine. i¡¯d like to see them add a feature where you can chain multiple commands together instead of waiting for her to finish one and starting up with ¡°alexa,¡± again."
928,14,"bought this for my husband for christmas, overall we like it. the sound quality is fairly good-not exceptional, but decent.  sometimes when i ask the echo to look what i think would be easy things up i get some useless information that is not relevant.  my biggest complaint with this was it took 3 people 2 weeks to get this set up.  it was not terribly user friendly and had difficulty connecting it to my wi-fi.  now that it is working, though, we like it."
929,14,"i am very happy with all the alexas i purchased.  this second generation is made out of fabric.  i prefer the hard shell of the first generation, the tap and the dot.  so it remains to be seen how it will hold up.  it probably will be more of a dust catcher and not as easy to wipe it down."
930,14,"this is our first echo, and it is everything we expected and more. i use alexa to play music when i¡¯m doing chores liking making breakfast. the sound is more than adequate for that.  so far we have her set up to control just one lamp, which we can get her to turn it on or off from the top of the stairs. we remember to thank her often, and she always replies. she is so cute.  we¡¯re thinking of getting a second echo, but will the first alexa get jealous?"
931,14,"great sound performance with impressive bass.  i sometimes get frustrated with alexa and recognition of what i am saying, but that is true for all alexa devices so if you are good with alexa this is definitely a good option.i have compared this directly to the portable speakers which adapt to the echo dot and this is better - by far!"
932,14,"every time i see that email that says, ¡°what is new with alexa?¡± i know i¡¯m going to hate this thing more. slowly and over time, it becomes less responsive to words. ¡°alexa. set a timer for 25 minutes.¡± you do not have a smartphone connected. to connect a smart phone.... i got so angry today, i unplugged the damned thing for a while.it started out great but every time amazon updates the damned thing it just gets worse. i¡¯m going to have to invest in google home soon if this thing will not respond when i talk. it is a shame really. i liked the convenience of being able to do things without my phone."
933,14,"i now have 3 echos, 1 first generation and 2 second generation. the second generation models definitely sounds better than the first generation.i love that you can link them together to play music all over the house.the only reason i dinged them one star is because they do not always understand what i am saying. it might just be my speech, ha ha... i try to enunciate and speak clearly but they do not always get it right.i will probably be adding another one to my network a little later."
934,14,"edit: i am returning the unit.i had a good experience with amazon technical support and i think that some of my connection issues might be an issue with my unit.i had my wife bring home her tap that she uses in her office. if you put the 1st gen echo, tap, and 2nd gen echo in a line and do a sound test - in my opinion, the 2nd gen echo sounds about the same and possibly worse than the tap. it does not sound remotely as good as the 1st gen. i do not expect bose or sonos quality - but to my untrained ear this one sounds significantly worse than the 1st gen. it is flat and distorted at high volume.do not know how amazon is selling this as an updated ""upgrade"" from gen 1. and shame on dolby for attaching its name to it.--------------------------------------i have 3 of the original echos. good enough sound and never had any real problems with them. definitely a useful and enjoyable part of our home.i suppose they might fix some of the stuff through firmware or updates of some kind - but this echo is a miss. as others have pointed out, the sound quality is poor. i am not an audiophile but i would classify it as flat. like the sound i would get out of my cell phone speaker in a good environment.i also find there to be a slight lag in alexa responses. this is similar to the echo dot but i never experienced that with the last generation echo.finally, i have also had connection problems. it can not possibly be positioning because it currently resides in the same location as a previous generation model. at random intervals, the internet connection will drop and at times it will lose connection with the network altogether. i then have to unplug and replug it back in.super disappointing. i like the look but i think the product has gone in the wrong direction."
935,14,audio quality significantly better then on echo dot. plenty of power to fill decent size room.lots of fun for kids with all sorts of activities. however actual search results are lacking significantly behind that other home control device.i bought a jbl branded competitor device. and enjoy it more then this.for 3 reasons.1) built in battery2) better search results3) even better sound quality
936,14,"a substantial upgrade over the first model. the inclusion of a 3.5mm jack makes this a useful music player, since you can now route your music to better speakers, and the microphone has improved. no more shouting over the music to get the echo to acknowledge a command.i will knock off one star because of the app.  it is confusing and difficult to navigate. but since you will not use it that often, it is not a deal breaker."
937,14,"best model yet. the entire range of sound reproduction is a dramatic improvement over the already awesome dot. just look at the difference insize and you can see the potential especially in the bass area. cannot compare the new echo with the first generation, as i did not ownthe original. the new unit has a very substantial heft. it sounds amazing on voice and music. the sound is truly room filling. it has worked flawlesslysince purchase in december. wifi set up up is super easy. love the corny jokes and puns from alexa. we are into trivia programs. thank you formaking a quality product that is fun to use, and actually works as advertised, out of the box."
938,14,"this echo is a surprising let-down. asked her to play the rolling stones, and she played songs which i never heard before. and she does this habitually with any artist we request. i have $100 dust collector on my table.thank you amazon for another disappointment."
939,14,after reading reviews of sound i was hesitant to try. i think its great. i use it seperately and connect it through blue tooth to my soundbar.
940,14,"third alexa and considering getting more. she does what you ask and makes like easier. only feature needing improvement is the search feature but im sure that amazon will figure that out soon. maybe incorporate bing search engine? we use the music and whats new skills daily. best of all is the black friday pricing, almost half cost of our first alexa."
941,9,i bought this for myself after christmas and so far the family loves it. my four year old loves to ask alexia to fart. my ten year old loves to play 20 questions. i love the music. my husband likes to ask her dirty questions (which alexia does not answer) lol. but it is a lot of fun!
942,11,"new version of echo definitely sounds better than the first edition, but i have to admit the google assistant has a leg up in the lower frequencies."
943,0,"does everything as advertised, & everything i expected. amazing technology! it is like having a live roommate you can not see. it was a little tricky & confusing setting up(at least for me). when asking it questions though, you really need to be precise about your question, or alexa will give you a lot more than you asked for. the speakers also put out some amazing sound for their size. i am going to buy one for my daughter for her birthday or christmas. overall.... ""i love it!""."
944,14,"very sturdy, good sound. set up is very simple for all the echo products. i love alexa... in the 60 days since we received our first echo we have added two dots, the show, a fire stick, 3 compatible outlet plugs and 6 light-bulbs. we are constantly discovering new ways to use them - communicating with one another, sharing to do and shopping lists, playing games. great for managing home, schedules, music, entertainment, etc."
945,14,"i have both the first generation and second generation echoes. i enjoy them both. plus i have two echo dots. they are pretty good. the only thing i do not like about them are they do not work that good in japan where i currently live. you have to be very specific about the weather and no traffic reports at all. other than that it is pretty good for spell checking, math, and just a general conversation. i enjoy the echoes and look forward to more products coming in the future."
946,14,after using it for 2 days the music would cut off every 2 hours
947,14,"this is a great device. it sounds good as a speaker and you can play music from multiple locations with its connectivity to the dot and other speakers. it can also perform many more functions,like controlling electrical switches, light bulbs, thermostats,etc. you can ask alexa questions as well. i purchased two more as gifts for family members. ( some needing hubs and some not, but all needing compatibility). it is supposed to get smarter all the time. this is a really great device."
948,14,awesome sound from a little speaker. this is a room filling sound do not get me wrong. the skills are great i use some to help me sleep and then to find information i need to know. very easy to set up. you can buy more than one or add the dot to other rooms and you can connect them together and have music playing all over the house no need for any expensive stereo systems or big bulky speakers. i would recommend it to anyone.
949,14,"oh yeah,  i  love my toys. this one was lonely so i bought it some company - both the full sized echoes and dots.  i did not stop there, i  wanted to automate my lighting, both indoor and out so i  bought echo compatible wall switches and plugs.  so far everything is working fine.  thank you amazon - you are my new toy store. btw, if you are thinking about adding wall switches,  make sure you have an assortment of wire nuts on hand.unrelated thought, occasionally reboot your router and network swiches. it is just good practice - i try to do mine monthly."
950,11,i like the new form factor & cover material. i have not really noticed any difference in sound quality over the two 1st generation echos that i own.
951,14,"the list of phrases it comes with is lackluster forcing you to try and find the magic words to active it. if i want to play a playlist from spotify it is ""alexa, play playlist **** from spotify"" instead of just ""alexa play playlist ***"". this may sound like simple phrasing everyone with an alexa would know but i had to figure out that i had to say spotify rather than the instructional book telling me. after figuring out all the phrases for alexa and the key words for other apps it has turned out to be an amazing device to have around my home and i would recommend it to anyone looking for such a media device to have around.ps. the echo has an amazing speaker in it too."
952,14,"so i thought i would one of these echo speakers because i went to best buy and the one they had on the shelf that sounded great!  so i waited and waited to buy the speaker.  then i decided wanted to buy the set of three.  when i got them it did take a little longer to set up than i expected.  like 4 hours.  i am not very tech savvy.  but i did get them set up.my dislikes: you can only connect one speaker at a time to through bluetooth.i would like to connect all three speakers to one bluetooth connection.  example: i would like to say: alexa to connect ""everything to macbook pro.""  that is not an option. so sad:(  but not a deal breaker.my likes: i love the sound of one, two, or three speakers working at once.  i can use three speakers while playing my own amazon library or to my pandora account.admittedly, i am not done figuring out my new speakers.  so i will update my review later.one note:i am seeing a lot of reviews saying the sound of the new echo 2 is crappy.  since i had checked out the echo 2 speakers at best buy prior to ordering, i did not pay any attention to those reviews prior to placing my order.  however, i did take caution when i opened the first speaker.  i did not remove the protective plastic sleeve.  ""just in case there was anything to the bad sound reviews"".  hum.... just like the other reviewers, the speaker sounded pretty crappy!!! then i removed the protective plastic around the speaker and voila the sound was as terrific as advertised.  happy customer!  yay!!"
953,11,enjoying the device. the sound quality is better than i expected. it is in my kitchen and i sm really using it to stream music. i have the dot as well. the grey tone is quite attractive. ps i plugged my dot into my older bose cd player to boost the audio and i am quite pleased.
954,9,"i bought it because i thought it was gonna be useful, but not that much... it turns out it is awesome! so many things it can do! the sound is really good and powerful, perfect to listen to music."
955,14,"i purchased my echo for mainly listening to music. i read some negative reviews regarding the sound quality, but if this was an issue, it definitely has been fixed. this little unit puts out a big sound and the quality is great. connecting the echo to your wifi is easy and free, although you will need an account on amazon. my only complaint is that the music choices are limited. if you want to ask alexa to play any song, you will have to sign up for amazon enhanced music, which costs $3.99/month. i signed up for the enhanced music option and have been thoroughly enjoying it, especially when entertaining. your guests can ask alexa to play their favorite song, and it will be hours of fun."
956,11,looks great - but the sound quality is terrible - this is a real shame i was looking forward to receiving this but its a big disappointment. by the 1st generation for sure!
957,14,"this is single handily the best gift i gave this christmas.  i helped my aunt with the set up and it was so easy i could not believe that is all you had to do.  download the app on your iphone or android device and your off and running.  the echo was easy to give commands to and can hear you  from 20' away.  the sound quality was fantastic and sounded like it was coming from all around the room and this coming from someone who is deaf in one ear.  if i was to make one recommendation and that is not to have your phone connected through blue tooth unless you are using a app on your phone to stream to the echo.<u+00a0>all-new echo (2nd generation) with improved sound, powered by dolby, and a new design - charcoal fabric"
958,9,"i purchased this as a gift for my husband.  he loves it.  alexa is neat, you just talk to her and she does what you want.  ¡°alexa, play stairwsy to heaven by led zeppelin ¡° and boom, there it is.  the sound quality is really good also.  neat little gadget for my techie husband."
959,0,"first use - review:works fantastically. what a great system. understands language commands and responses are very quick. sound is very good, clear & if not loud, quite sufficient for listening to music at a normal level. this is one of those ""things"" that you like (when you do not understand it), and probably will love it, after some basic familiarization. already worth the investment at the new-user level. i would suggest it for any age."
960,10,"i am very much amazed at the sound and capabilities of the echo 2, it sits in our house where we can hear the sound in several different rooms and it sounds great. the voice response is very nice, clean and easy to use! now we look forward to exploring the capabilities of our new echo, especially with  automation as 'we' are inspired by this marvelous new technology. thanks amazon, for another well thought out product."
961,14,a bit smaller than the original and just as well made. these gadgets have made our lives easier. we also enjoy a good laugh now and again.
962,14,"we got the echo because our daughter got the google for for christmas. we use kindles so chose the echo over google. we love the games, the news and reminders that are available on the echo. the ability to listen to whatever music we want at just a simple request is fabulous. i find the echo is much more versatile than the google gadget. i highly recommend the echo. we plan on buying another one and then the fire stick."
963,14,"totally worth the money <f0><u+009f><u+0092><u+00b0>!!!!! i received one as a gift and loved it so much i purchased one for the additional rooms in the house . you can stream your music off each of your echo enjoying the sound in each room . it is like having a personal assistant who will wake you up with the news of the day also giving you your town information. plays games , recognizes your voice, sings to you , tells jokes , etc.....,, you get the idea soooo many things that it is impossible to list . love - love - love .oh  i forgot to mention i purchased some for children for there home and one for grownup granddaughter and i can not wait to bless them with it for valentines day !! enjoy <f0><u+009f><u+0098><u+0089>"
964,14,"i regret my purchase. i own many amazon devices and this one is the biggest disappointment. the sound is tinny and missing the bass notes of the first generation. there is also cracking and popping frequently. i have had issues with the bluetooth connection when connected to my fire, where the sound suddenly cuts out. strangely, is does not occur with a bluetooth connection to my samsung galaxy s 7.  this experience will result in me hesitating to purchase new amazon devices in the future."
965,14,"this is a really amazing gadget.  i never used the previous generation(s), so i do not have a point of reference to compare.  but so far we are impressed by the speed by which it processes information and how quickly responds to various commands.  it has answers for most questions.  we are still learning the many things it can do."
966,14,"so far we like this. sometimes it thinks were talking to it even though we have not talked to it. we have linked family amazon account, but only seems to use the skills we have set up with the main account, not the other family account. has a difficult time understanding husband, but seems to work ok for me. hopefully this is something we use regularly and not a fleeting toy. can hear us from another room most of the time."
967,14,"there are many questions alexa does not know.  it is a handy tool but there is a learning curve on how to ask questions.  the news comes in at different volumes, which is annoying when a user is hearing impaired.  some news reports are too loud and others too soft to hear.  the sound should be consistent for all of them.  often tasks must be added to the app before it will function.  lists can be controlled by voice, but to remove an item the app must be used.  if voice can add, why not delete items?  improvements surely are forthcoming but there are no security safeguards for voice ordering, so it seems best to leave that feature turned off for the device seems eager to order things without giving price information and just with a query.  it is entertaining, but after the 30 day trial is over there are charges for too many things that were advertised as features that appeared to come with the device.  all-in-all it is worth the price we paid on promotion, but not sure full price would have been.  especially with all the add on costs to customize the skills."
968,14,"excellent sound, always understand and syncs with other devices well. only thing i do not like is that you can only put an item in one group. i would like different groups for music for different rooms."
969,10,"i love my echo! i always had the tv on so i could listen to pandora but now i just tell alexa what i want to here and what channel.  i want one upstairs.  she is so convenient. i can tell her to pause, to play whatever station,  tell me a joke,  what is the weather, how to spell a word. she is awesome.  i love that i do not have to get up and turn the volume up or down when the phone rings or when a song is louder than the one before etc. being disabled, or even if i were not,  i would totally recommend the echo.  i love it!"
970,14,"when we got one of these, we did not really think we would use it too often. however it works great as a speaker for casual music listening (this is not a speaker for audiophiles), as an assistant in the kitchen, and as a good source for information. we use the built in list feature to keep our shopping list up to date all the time. cooking and you use the last egg? just ask alexa to add it to your shopping list! you can access the list while at the store so you do not forget anything. want to just relax and listen to music? with prime music you can create any station or use pre-built ones to listen to anything you want!this device truly surprised, and we hope to add more to our home soon!"
971,14,"better sound but could have been improved even more. took the ring on top for volume control away. that should have still been offered with this echo. and since amazon is not showing the tap any more this model should have offered the mobile option.i love having the echo is in my home and use them for everything, lights on off and dimming, thermostats, garage door open & close, music and news and weather even controlling the christmas lights and tree."
972,10,i can not believe this little device is so amazing.  it is so easy to set up  and interact with it.  i was also surprised as how well it was able to pick up my voice from across the room without me having to shout at it.  this was one of the best purchases i¡¯ve ever made in a long time.
973,14,"very satisfied with this product. showed it off to my fam and the expected critical comment was, ""this will not only make you lazy but dumb"". -hahaha!although, the concept of this echo is very helpful for the older generation... grandma will not have a hard time to shuffle on her phone book to find a number or have a hard time dialing a number, she just say the word ""alexa , call my stupid son!"" and voila the stupid son was summoned :) if it is connected to your household fixtures eg light, tv, etc... grandpa will not have an incident of stumbling on the floor to find the remote control, or them grannies will not have a heated fight on who to turn on or off the lights. the most liked feature is finding your favorite kind of music. the volume is friendly to the diminishing hearing function of the oldies too :)i have not explored those function yet on my alexa, but they do have that right? :p(reviewed by the rn wifey)"
974,14,"i bought this as a gift for my sister for christmas. i was originally planning on just setting it up for her and giving it to her but i liked it so much i bought another one for me. it is super easy to set up, all you have to do is download the app on your phone and have wifi. it is a great speaker and it connects to your fire t.v which is awesome for me because i always lose my remote in the dark when i need to pause my show. great build quality and music sounds great through it."
975,9,"we received the echo as a gift and have loved it!  i mainly use mine for playing music and love the convenience of telling alexa what song i want to hear while i am cooking. my grandsons love telling alexa what song they want to hear and she has not even gotten frustrated with all the constant requests!  we also have a dot that we keep in the bedroom that is so convenient for listening to music while i get dressed.  we bought one for both of our daughters as gifts and they love theirs, too."
976,14,"bought this because it was on black friday sale. its good and i love the design of it but not worth the extra money if you do not get it on sale. i have the echo 1st gen and constantly listen to music on it because the sound quality is still better than this even after amazon boast about having improved the speakers and given multiple firmware updates to correct the problem. loyal amazon customer, 2 dots, 2 echos, 1 look. was expecting more from this upgrade beside its looks. another thing that sticks out is that the only way to adjust the volume now is by voice or by a + and - button, no more dial."
977,10,"alexa has become part of my daily routine. i ask her about the weather and the traffic. she makes my home smart via voice and the alexa app. when i want to listen to music, it is easy to ask.she does not always hear me right. she does not always get it right. but she does more than enough to satisfy me for a digital assistant."
978,14,the amazon echo is one of the greatest products ever made at an affordable cost.  this is my second echo and i would say that the second generation is very similar to the first generation.  i do not find any big upgrade but both are great. alexa is the best voice recognition device. sound is as good as expensive speakers and love it for music. i just upgraded all of my indoor lights to work with alexa and it makes life a bit easier
979,14,"amazon would be smart to include a big red notice in the echo box that said - do not listen to music until the system updates to the latest version, and include the version number.  the first thing i did was listen to music, and it was terrible,  then i started reading the reviews, and found that it had shipped with a very old version of software, even older than the bad ones that were noted in the reviews in nov 2017. my unit must have been sitting in a warehouse for many months! that said, the sound is reasonable with the new software."
980,9,"gave as a gift and my parents really like it! also gave a dot to 4 family members! they were all very excited, excellent quality!"
981,9,"my fiancee has been wanting one for months, so he got it for christmas.  we love it!  one of the best purchases i have ever made.  i am not even sure what all alexa can do yet, but she can set alarms, order pizza, play christmas music, tell you mid-song who the artist is, et cetera."
982,14,"we got this as a holiday gift, and it is an upgrade from the dot we have had for some time. the sound quality and volume are great! this is a great little music player and entertainment center, which is how it used in our home. the only drawbacks i have encountered are that i frequently have to reenter my sirius account information and, for some reason,  alexa starts babbling from upstairs when we are in our living room.  it was a little creepy at first. now, it is just funny."
983,14,"i love my first generation echo and was excited about this second generation for another room. overall, i think the audio is too boomy and not of the same audio quality as my first generation. i have allowed all the firmware updates to occur but wish there were tone controls that i could access to adjust the individual drivers or levels."
984,14,"just got it today. ""setup"" was super easy, it took just a few minutes. the quality of the sound is excellent, its crystal clear and i was surprised at the bass (i listen to heavier music), it beats my other wireless speaker by a mile!! the echo itself is nice. simplistic, yet elegant. i personally like the lights, i thought that was a pretty cool touch. i purchased the ""sandstone"" one, which is neutral and fits the lighter decor in the particular room its in. i m very pleased with it. would gladly buy again! i cant wait to hook up some of my smart lighting!"
985,14,great product.  setting up was a breeze.  i now have full control of my smart home lighting.  it is nice to just say what you want have have it done.  i am surprised how well alexa can hear me so far away.  even sometimes in a very noisy situation.  good sound from a small form factor i use it mostly for ambient music and to control my lighting and locks.  i would recommend for anyone who could use assistance for mobility issues or just to have some cool fun.
